1.0000000e+01	2.4733118e-20
1.0125000e+01	2.3758994e-20
1.0250000e+01	1.6238789e-20
1.0375000e+01	1.3631730e-20
1.0500000e+01	1.3114488e-20
1.0625000e+01	1.3896891e-20
1.0750000e+01	1.4349940e-20
1.0875000e+01	1.3532120e-20
1.1000000e+01	1.2166176e-20
1.1125000e+01	9.7774028e-21
1.1250000e+01	7.6116546e-21
1.1375000e+01	7.6449962e-21
1.1500000e+01	7.1235120e-21
1.1625000e+01	7.2843010e-21
1.1750000e+01	7.4470202e-21
1.1875000e+01	6.4569452e-21
1.2000000e+01	5.4645044e-21
1.2125000e+01	5.1302906e-21
1.2250000e+01	4.5156999e-21
1.2375000e+01	4.4139571e-21
1.2500000e+01	3.9592812e-21
1.2625000e+01	3.9736321e-21
1.2750000e+01	3.9249940e-21
1.2875000e+01	3.5489354e-21
1.3000000e+01	3.4770818e-21
1.3125000e+01	3.4507713e-21
1.3250000e+01	4.2972351e-21
1.3375000e+01	5.0047610e-21
1.3500000e+01	6.9002506e-21
1.3625000e+01	1.2443683e-20
1.3750000e+01	1.3577445e-20
1.3875000e+01	6.9490546e-21
1.4000000e+01	4.2549199e-21
1.4125000e+01	1.9974980e-21
1.4250000e+01	1.0410621e-21
1.4375000e+01	8.0159501e-22
1.4500000e+01	5.0935628e-22
1.4625000e+01	5.2863971e-22
1.4750000e+01	5.9285964e-22
1.4875000e+01	7.6602313e-22
1.5000000e+01	8.3027846e-22
1.5125000e+01	6.7979365e-22
1.5250000e+01	4.4914793e-22
1.5375000e+01	4.4715041e-22
1.5500000e+01	4.4525753e-22
1.5625000e+01	4.6349783e-22
1.5750000e+01	4.7066799e-22
1.5875000e+01	4.2396354e-22
1.6000000e+01	4.4467592e-22
1.6125000e+01	4.3689488e-22
1.6250000e+01	4.7398112e-22
1.6375000e+01	5.1879204e-22
1.6500000e+01	5.6039858e-22
1.6625000e+01	5.0943510e-22
1.6750000e+01	3.9234686e-22
1.6875000e+01	3.8036278e-22
1.7000000e+01	3.5045927e-22
1.7125000e+01	4.1682069e-22
1.7250000e+01	3.8566403e-22
1.7375000e+01	3.1923366e-22
1.7500000e+01	2.6576393e-22
1.7625000e+01	2.2702504e-22
1.7750000e+01	2.1475691e-22
1.7875000e+01	1.9489336e-22
1.8000000e+01	1.7014558e-22
1.8125000e+01	1.5331500e-22
1.8250000e+01	1.6146522e-22
1.8375000e+01	1.5907069e-22
1.8500000e+01	1.4303670e-22
1.8625000e+01	1.3766686e-22
1.8750000e+01	1.3372669e-22
1.8875000e+01	1.2669634e-22
1.9000000e+01	1.1759664e-22
1.9125000e+01	1.1334426e-22
1.9250000e+01	1.0704688e-22
1.9375000e+01	1.0068282e-22
1.9500000e+01	9.8045076e-23
1.9625000e+01	9.3655928e-23
1.9750000e+01	9.8292879e-23
1.9875000e+01	9.8772500e-23
2.0000000e+01	1.0794687e-22
2.0125000e+01	9.9695267e-23
2.0250000e+01	7.6065093e-23
2.0375000e+01	7.1953928e-23
2.0500000e+01	6.9089361e-23
2.0625000e+01	6.7280033e-23
2.0750000e+01	6.3346042e-23
2.0875000e+01	6.2547471e-23
2.1000000e+01	6.0627034e-23
2.1125000e+01	5.7620208e-23
2.1250000e+01	5.2995253e-23
2.1375000e+01	5.4875700e-23
2.1500000e+01	5.0243438e-23
2.1625000e+01	4.7693987e-23
2.1750000e+01	5.0200076e-23
2.1875000e+01	4.8470931e-23
2.2000000e+01	4.7066806e-23
2.2125000e+01	4.4461943e-23
2.2250000e+01	4.0076484e-23
2.2375000e+01	4.3390653e-23
2.2500000e+01	3.8882000e-23
2.2625000e+01	4.2416712e-23
2.2750000e+01	4.2027837e-23
2.2875000e+01	4.0951154e-23
2.3000000e+01	3.9624105e-23
2.3125000e+01	3.8051596e-23
2.3250000e+01	3.8801409e-23
